"connection","connection_type","connection_transport","connection_protocol","connection_timestamp","connection_root","connection_parent","local_host","local_port","remote_host","remote_hostname","remote_port"
"1305","accept","tcp","smbd","1.64786624E9","1305","","10.1.0.4","445","93.112.213.76","","58925"
"1306","accept","tcp","smbd","1.64786624E9","1306","","10.1.0.4","445","93.112.213.76","","58975"
"1307","accept","tcp","smbd","1.64786624E9","1307","","10.1.0.4","445","93.112.213.76","","59057"
"1308","accept","tcp","smbd","1.64786624E9","1308","","10.1.0.4","445","93.112.213.76","","59113"
"1309","accept","tcp","smbd","1.64786624E9","1309","","10.1.0.4","445","93.112.213.76","","59176"
"1310","accept","tcp","smbd","1.64786624E9","1310","","10.1.0.4","445","93.112.213.76","","59260"
"1311","accept","tcp","smbd","1.64786624E9","1311","","10.1.0.4","445","93.112.213.76","","59315"
"1312","accept","tcp","smbd","1.64786624E9","1312","","10.1.0.4","445","93.112.213.76","","59390"
"1313","accept","tcp","smbd","1.64786624E9","1313","","10.1.0.4","445","93.112.213.76","","59465"
"1314","accept","tcp","smbd","1.64786624E9","1314","","10.1.0.4","445","93.112.213.76","","59519"
"1315","accept","tcp","smbd","1.64786624E9","1315","","10.1.0.4","445","93.112.213.76","","59592"
"1316","accept","tcp","smbd","1.64786624E9","1316","","10.1.0.4","445","93.112.213.76","","59651"
"1317","accept","tcp","smbd","1.64786624E9","1317","","10.1.0.4","445","93.112.213.76","","59727"
"1318","accept","tcp","smbd","1.64786624E9","1318","","10.1.0.4","445","93.112.213.76","","59808"
"1319","accept","tcp","smbd","1.64786624E9","1319","","10.1.0.4","445","93.112.213.76","","59866"
"1320","accept","tcp","smbd","1.64786624E9","1320","","10.1.0.4","445","93.112.213.76","","59942"
"1321","accept","tcp","smbd","1.64786624E9","1321","","10.1.0.4","445","93.112.213.76","","60010"
"1322","accept","tcp","smbd","1.64786624E9","1322","","10.1.0.4","445","93.112.213.76","","60074"
"1323","accept","tcp","smbd","1.64786624E9","1323","","10.1.0.4","445","93.112.213.76","","60150"
"1324","accept","tcp","smbd","1.64786624E9","1324","","10.1.0.4","445","93.112.213.76","","60211"
"1325","accept","tcp","smbd","1.64786624E9","1325","","10.1.0.4","445","93.112.213.76","","60289"
"1326","accept","tcp","smbd","1.64786624E9","1326","","10.1.0.4","445","93.112.213.76","","60362"
"1327","accept","tcp","smbd","1.64786624E9","1327","","10.1.0.4","445","93.112.213.76","","60426"
"1328","accept","tcp","smbd","1.64786624E9","1328","","10.1.0.4","445","93.112.213.76","","60504"
"1329","accept","tcp","smbd","1.64786624E9","1329","","10.1.0.4","445","93.112.213.76","","60571"
"1330","accept","tcp","smbd","1.64786624E9","1330","","10.1.0.4","445","93.112.213.76","","60640"
"1331","accept","tcp","smbd","1.64786624E9","1331","","10.1.0.4","445","93.112.213.76","","60717"
"1332","accept","tcp","smbd","1.64786624E9","1332","","10.1.0.4","445","93.112.213.76","","60775"
"1333","accept","tcp","smbd","1.64786624E9","1333","","10.1.0.4","445","93.112.213.76","","60849"
"1334","accept","tcp","smbd","1.64786624E9","1334","","10.1.0.4","445","93.112.213.76","","41732"
"1335","accept","tcp","smbd","1.64786624E9","1335","","10.1.0.4","445","93.112.213.76","","60985"
"1336","accept","tcp","smbd","1.64786624E9","1336","","10.1.0.4","445","93.112.213.76","","61070"
"1337","accept","tcp","smbd","1.64786624E9","1337","","10.1.0.4","445","93.112.213.76","","61118"
"1338","accept","tcp","smbd","1.64786624E9","1338","","10.1.0.4","445","93.112.213.76","","61203"
"1339","accept","tcp","smbd","1.64786624E9","1339","","10.1.0.4","445","93.112.213.76","","61272"
"1340","accept","tcp","smbd","1.64786624E9","1340","","10.1.0.4","445","93.112.213.76","","61339"
"1341","accept","tcp","smbd","1.64786624E9","1341","","10.1.0.4","445","93.112.213.76","","61414"
"1342","accept","tcp","smbd","1.64786624E9","1342","","10.1.0.4","445","93.112.213.76","","61471"
"1343","accept","tcp","smbd","1.64786624E9","1343","","10.1.0.4","445","93.112.213.76","","61545"
"1344","accept","tcp","smbd","1.64786624E9","1344","","10.1.0.4","445","93.112.213.76","","61621"
"1345","accept","tcp","smbd","1.64786624E9","1345","","10.1.0.4","445","93.112.213.76","","61685"
"1346","accept","tcp","smbd","1.64786624E9","1346","","10.1.0.4","445","93.112.213.76","","61762"
"1347","accept","tcp","smbd","1.64786624E9","1347","","10.1.0.4","445","93.112.213.76","","61815"
"1348","accept","tcp","smbd","1.64786624E9","1348","","10.1.0.4","445","93.112.213.76","","61887"
"1349","accept","tcp","smbd","1.64786624E9","1349","","10.1.0.4","445","93.112.213.76","","61960"
"1350","accept","tcp","smbd","1.64786624E9","1350","","10.1.0.4","445","93.112.213.76","","62017"
"1351","accept","tcp","smbd","1.64786624E9","1351","","10.1.0.4","445","93.112.213.76","","62098"
"1352","accept","tcp","smbd","1.64786637E9","1352","","10.1.0.4","445","93.112.213.76","","62168"
"1353","accept","tcp","smbd","1.64786637E9","1353","","10.1.0.4","445","93.112.213.76","","62221"
"1354","accept","tcp","smbd","1.64786637E9","1354","","10.1.0.4","445","93.112.213.76","","62306"
"1355","accept","tcp","smbd","1.64786637E9","1355","","10.1.0.4","445","93.112.213.76","","62362"
"1356","accept","tcp","smbd","1.64786637E9","1356","","10.1.0.4","445","93.112.213.76","","62436"
"1357","accept","tcp","smbd","1.64786637E9","1357","","10.1.0.4","445","93.112.213.76","","62512"
"1358","accept","tcp","smbd","1.64786637E9","1358","","10.1.0.4","445","93.112.213.76","","62564"
"1359","accept","tcp","smbd","1.64786637E9","1359","","10.1.0.4","445","93.112.213.76","","62641"
"1360","accept","tcp","smbd","1.64786637E9","1360","","10.1.0.4","445","93.112.213.76","","62704"
"1361","accept","tcp","smbd","1.64786637E9","1361","","10.1.0.4","445","93.112.213.76","","62777"
"1362","accept","tcp","smbd","1.64786637E9","1362","","10.1.0.4","445","93.112.213.76","","62856"
"1363","accept","tcp","smbd","1.64786637E9","1363","","10.1.0.4","445","93.112.213.76","","62914"
"1364","accept","tcp","smbd","1.64786637E9","1364","","10.1.0.4","445","93.112.213.76","","62990"
"1365","accept","tcp","smbd","1.64786637E9","1365","","10.1.0.4","445","93.112.213.76","","63068"
"1366","accept","tcp","smbd","1.64786637E9","1366","","10.1.0.4","445","93.112.213.76","","63121"
"1367","accept","tcp","smbd","1.64786637E9","1367","","10.1.0.4","445","93.112.213.76","","63206"
"1368","accept","tcp","smbd","1.64786637E9","1368","","10.1.0.4","445","93.112.213.76","","63281"
"1369","accept","tcp","smbd","1.64786637E9","1369","","10.1.0.4","445","93.112.213.76","","63351"
"1370","accept","tcp","smbd","1.64786637E9","1370","","10.1.0.4","445","93.112.213.76","","63426"
"1371","accept","tcp","smbd","1.64786637E9","1371","","10.1.0.4","445","93.112.213.76","","63501"
"1372","accept","tcp","smbd","1.64786637E9","1372","","10.1.0.4","445","93.112.213.76","","63558"
"1373","accept","tcp","smbd","1.64786637E9","1373","","10.1.0.4","445","93.112.213.76","","63635"
"1374","accept","tcp","smbd","1.64786637E9","1374","","10.1.0.4","445","93.112.213.76","","63705"
"1375","accept","tcp","smbd","1.64786637E9","1375","","10.1.0.4","445","93.112.213.76","","63771"
"1376","accept","tcp","smbd","1.64786637E9","1376","","10.1.0.4","445","93.112.213.76","","63847"
"1377","accept","tcp","smbd","1.64786637E9","1377","","10.1.0.4","445","93.112.213.76","","63909"
"1378","accept","tcp","smbd","1.64786637E9","1378","","10.1.0.4","445","93.112.213.76","","63985"
"1379","accept","tcp","smbd","1.64786637E9","1379","","10.1.0.4","445","93.112.213.76","","64062"
"1380","accept","tcp","smbd","1.64786637E9","1380","","10.1.0.4","445","93.112.213.76","","64121"
"1381","accept","tcp","smbd","1.64786637E9","1381","","10.1.0.4","445","93.112.213.76","","64196"
"1382","accept","tcp","smbd","1.64786637E9","1382","","10.1.0.4","445","93.112.213.76","","64258"
"1383","accept","tcp","smbd","1.64786726E9","1383","","10.1.0.4","445","177.152.65.84","","1789"
"1384","accept","tcp","smbd","1.64786726E9","1384","","10.1.0.4","445","177.152.65.84","","1866"
"1385","accept","tcp","httpd","1.64786765E9","1385","","10.1.0.4","80","45.137.21.166","","50728"
"1386","accept","tls","httpd","1.64786803E9","1386","","10.1.0.4","443","106.75.241.23","","20102"
"1387","accept","tls","httpd","1.64786803E9","1387","","10.1.0.4","443","106.75.241.23","","20476"
"1388","accept","tcp","smbd","1.64786816E9","1388","","10.1.0.4","445","125.235.225.82","","57316"
"1389","accept","tcp","smbd","1.64786816E9","1389","","10.1.0.4","445","184.105.247.195","","21892"
"1390","accept","tls","httpd","1.64786842E9","1390","","10.1.0.4","443","193.118.53.202","","34364"
"1391","accept","tcp","smbd","1.64786842E9","1391","","10.1.0.4","445","125.235.225.82","","21803"
"1392","accept","tcp","smbd","1.64786854E9","1392","","10.1.0.4","445","125.235.225.82","","29323"
"1393","accept","tcp","smbd","1.64786854E9","1393","","10.1.0.4","445","125.235.225.82","","33003"
"1394","accept","tcp","smbd","1.64786854E9","1394","","10.1.0.4","445","125.235.225.82","","3093"
"1395","accept","tcp","smbd","1.64786854E9","1395","","10.1.0.4","445","125.235.225.82","","58656"
"1396","accept","tcp","smbd","1.64786854E9","1396","","10.1.0.4","445","125.235.225.82","","27307"
"1397","accept","tcp","smbd","1.64786906E9","1397","","10.1.0.4","445","111.68.103.23","","52064"
"1398","accept","tcp","smbd","1.64786918E9","1398","","10.1.0.4","445","111.68.103.23","","62334"
"1399","accept","tcp","smbd","1.64786918E9","1399","","10.1.0.4","445","111.68.103.23","","62355"
"1400","accept","tcp","smbd","1.64786918E9","1400","","10.1.0.4","445","14.191.138.29","","24089"
"1401","accept","tcp","smbd","1.64786918E9","1401","","10.1.0.4","445","14.191.138.29","","27874"
"1402","accept","tcp","smbd","1.64786931E9","1402","","10.1.0.4","445","111.68.103.23","","57615"
"1403","accept","tcp","smbd","1.64786931E9","1403","","10.1.0.4","445","111.68.103.23","","57749"
"1404","accept","tcp","smbd","1.64786931E9","1404","","10.1.0.4","445","14.191.138.29","","17490"
"1405","accept","tcp","smbd","1.64786931E9","1405","","10.1.0.4","445","14.191.138.29","","12355"
"1406","accept","tcp","smbd","1.64786957E9","1406","","10.1.0.4","445","181.209.100.131","","37219"
"1407","accept","tcp","smbd","1.64786957E9","1407","","10.1.0.4","445","181.209.100.131","","41023"
"1408","accept","tcp","smbd","1.6478697E9","1408","","10.1.0.4","445","181.209.100.131","","63960"
"1409","accept","tcp","smbd","1.6478697E9","1409","","10.1.0.4","445","181.209.100.131","","46261"
"1410","accept","tcp","httpd","1.64787149E9","1410","","10.1.0.4","80","162.221.192.26","","41528"
"1411","accept","tcp","httpd","1.64787174E9","1411","","10.1.0.4","80","185.254.196.223","","46246"
"1412","accept","tcp","httpd","1.64787174E9","1412","","10.1.0.4","80","185.254.196.223","","47774"
"1413","accept","tcp","smbd","1.64787238E9","1413","","10.1.0.4","445","187.18.123.101","","64526"
"1414","accept","tcp","smbd","1.64787238E9","1414","","10.1.0.4","445","187.18.123.101","","64664"
"1415","accept","tcp","smbd","1.64787238E9","1415","","10.1.0.4","445","187.18.123.101","","64677"
"1416","accept","tcp","smbd","1.64787238E9","1416","","10.1.0.4","445","187.18.123.101","","64749"
"1417","accept","tcp","smbd","1.64787238E9","1417","","10.1.0.4","445","187.18.123.101","","64767"
"1418","accept","tcp","smbd","1.64787238E9","1418","","10.1.0.4","445","187.18.123.101","","64836"
"1419","accept","tcp","smbd","1.64787238E9","1419","","10.1.0.4","445","187.18.123.101","","64863"
"1420","accept","tcp","smbd","1.64787238E9","1420","","10.1.0.4","445","187.18.123.101","","64923"
"1421","accept","tcp","smbd","1.64787238E9","1421","","10.1.0.4","445","187.18.123.101","","64953"
"1422","accept","tcp","smbd","1.64787238E9","1422","","10.1.0.4","445","187.18.123.101","","65023"
"1423","accept","tcp","smbd","1.64787238E9","1423","","10.1.0.4","445","187.18.123.101","","65085"
"1424","accept","tcp","smbd","1.64787238E9","1424","","10.1.0.4","445","187.18.123.101","","65143"
"1425","accept","tcp","smbd","1.64787238E9","1425","","10.1.0.4","445","187.18.123.101","","65191"
"1426","accept","tcp","smbd","1.64787238E9","1426","","10.1.0.4","445","187.18.123.101","","65235"
"1427","accept","tcp","smbd","1.64787238E9","1427","","10.1.0.4","445","187.18.123.101","","65304"
"1428","accept","tcp","smbd","1.64787238E9","1428","","10.1.0.4","445","187.18.123.101","","65326"
"1429","accept","tcp","smbd","1.64787238E9","1429","","10.1.0.4","445","187.18.123.101","","65396"
"1430","accept","tcp","smbd","1.64787238E9","1430","","10.1.0.4","445","187.18.123.101","","65416"
"1431","accept","tcp","smbd","1.64787238E9","1431","","10.1.0.4","445","187.18.123.101","","65483"
"1432","accept","tcp","smbd","1.64787238E9","1432","","10.1.0.4","445","187.18.123.101","","65509"
"1433","accept","tcp","smbd","1.64787238E9","1433","","10.1.0.4","445","187.18.123.101","","49197"
"1434","accept","tcp","smbd","1.64787238E9","1434","","10.1.0.4","445","187.18.123.101","","49224"
"1435","accept","tcp","smbd","1.64787238E9","1435","","10.1.0.4","445","187.18.123.101","","49286"
"1436","accept","tcp","smbd","1.64787238E9","1436","","10.1.0.4","445","187.18.123.101","","49309"
"1437","accept","tcp","smbd","1.64787238E9","1437","","10.1.0.4","445","187.18.123.101","","49380"
"1438","accept","tcp","smbd","1.64787238E9","1438","","10.1.0.4","445","187.18.123.101","","49404"
"1439","accept","tcp","smbd","1.64787238E9","1439","","10.1.0.4","445","187.18.123.101","","49466"
"1440","accept","tcp","smbd","1.64787238E9","1440","","10.1.0.4","445","187.18.123.101","","49500"
"1441","accept","tcp","smbd","1.64787238E9","1441","","10.1.0.4","445","187.18.123.101","","49560"
"1442","accept","tcp","smbd","1.64787238E9","1442","","10.1.0.4","445","187.18.123.101","","49597"
"1443","accept","tcp","smbd","1.64787238E9","1443","","10.1.0.4","445","187.18.123.101","","49649"
"1444","accept","tcp","smbd","1.64787238E9","1444","","10.1.0.4","445","187.18.123.101","","49698"
"1445","accept","tcp","smbd","1.64787238E9","1445","","10.1.0.4","445","187.18.123.101","","49821"
"1446","accept","tcp","smbd","1.64787238E9","1446","","10.1.0.4","445","187.18.123.101","","49896"
"1447","accept","tcp","smbd","1.64787238E9","1447","","10.1.0.4","445","187.18.123.101","","49912"
"1448","accept","tcp","smbd","1.64787238E9","1448","","10.1.0.4","445","187.18.123.101","","33609"
"1449","accept","tcp","smbd","1.64787238E9","1449","","10.1.0.4","445","187.18.123.101","","50007"
"1450","accept","tcp","smbd","1.64787238E9","1450","","10.1.0.4","445","187.18.123.101","","50069"
"1451","accept","tcp","smbd","1.64787238E9","1451","","10.1.0.4","445","187.18.123.101","","50096"
"1452","accept","tcp","smbd","1.64787238E9","1452","","10.1.0.4","445","187.18.123.101","","50163"
"1453","accept","tcp","smbd","1.64787238E9","1453","","10.1.0.4","445","187.18.123.101","","50200"
"1454","accept","tcp","smbd","1.64787238E9","1454","","10.1.0.4","445","187.18.123.101","","50257"
"1455","accept","tcp","smbd","1.64787238E9","1455","","10.1.0.4","445","187.18.123.101","","50299"
"1456","accept","tcp","smbd","1.64787238E9","1456","","10.1.0.4","445","187.18.123.101","","50342"
"1457","accept","tcp","smbd","1.64787238E9","1457","","10.1.0.4","445","187.18.123.101","","50416"
"1458","accept","tcp","smbd","1.64787238E9","1458","","10.1.0.4","445","187.18.123.101","","50428"
"1459","accept","tcp","smbd","1.64787238E9","1459","","10.1.0.4","445","187.18.123.101","","50501"
"1460","accept","tcp","smbd","1.64787238E9","1460","","10.1.0.4","445","187.18.123.101","","50529"
"1461","accept","tcp","smbd","1.64787238E9","1461","","10.1.0.4","445","187.18.123.101","","50589"
"1462","accept","tcp","smbd","1.64787238E9","1462","","10.1.0.4","445","187.18.123.101","","33623"
"1463","accept","tcp","smbd","1.64787238E9","1463","","10.1.0.4","445","187.18.123.101","","50683"
"1464","accept","tcp","smbd","1.64787238E9","1464","","10.1.0.4","445","187.18.123.101","","50706"
"1465","accept","tcp","smbd","1.64787238E9","1465","","10.1.0.4","445","187.18.123.101","","50774"
"1466","accept","tcp","smbd","1.64787238E9","1466","","10.1.0.4","445","187.18.123.101","","50805"
"1467","accept","tcp","smbd","1.64787238E9","1467","","10.1.0.4","445","187.18.123.101","","50863"
"1468","accept","tcp","smbd","1.64787238E9","1468","","10.1.0.4","445","187.18.123.101","","50936"
"1469","accept","tcp","smbd","1.64787238E9","1469","","10.1.0.4","445","187.18.123.101","","50969"
"1470","accept","tcp","smbd","1.64787238E9","1470","","10.1.0.4","445","187.18.123.101","","51033"
"1471","accept","tcp","smbd","1.64787238E9","1471","","10.1.0.4","445","187.18.123.101","","51094"
"1472","accept","tcp","smbd","1.64787238E9","1472","","10.1.0.4","445","187.18.123.101","","51168"
"1473","accept","tcp","smbd","1.64787238E9","1473","","10.1.0.4","445","187.18.123.101","","51231"
"1474","accept","tcp","smbd","1.64787238E9","1474","","10.1.0.4","445","187.18.123.101","","51255"
"1475","accept","tcp","smbd","1.64787238E9","1475","","10.1.0.4","445","187.18.123.101","","51325"
"1476","accept","tcp","smbd","1.64787238E9","1476","","10.1.0.4","445","187.18.123.101","","51347"
