"connection","connection_type","connection_transport","connection_protocol","connection_timestamp","connection_root","connection_parent","local_host","local_port","remote_host","remote_hostname","remote_port"
"2620","accept","tcp","smbd","1.64789146E9","2620","","10.1.0.4","445","187.18.123.101","","57595"
"2621","accept","tcp","smbd","1.64789146E9","2621","","10.1.0.4","445","187.18.123.101","","57660"
"2622","accept","tcp","smbd","1.64789146E9","2622","","10.1.0.4","445","187.18.123.101","","57685"
"2623","accept","tcp","smbd","1.64789146E9","2623","","10.1.0.4","445","187.18.123.101","","57750"
"2624","accept","tcp","smbd","1.64789146E9","2624","","10.1.0.4","445","187.18.123.101","","57782"
"2625","accept","tcp","smbd","1.64789146E9","2625","","10.1.0.4","445","187.18.123.101","","57837"
"2626","accept","tcp","smbd","1.64789146E9","2626","","10.1.0.4","445","187.18.123.101","","57872"
"2627","accept","tcp","smbd","1.64789146E9","2627","","10.1.0.4","445","187.18.123.101","","57929"
"2628","accept","tcp","smbd","1.64789146E9","2628","","10.1.0.4","445","187.18.123.101","","57979"
"2629","accept","tcp","smbd","1.64789146E9","2629","","10.1.0.4","445","187.18.123.101","","58034"
"2630","accept","tcp","smbd","1.64789146E9","2630","","10.1.0.4","445","209.17.97.66","","46553"
"2631","accept","tcp","smbd","1.64789146E9","2631","","10.1.0.4","445","209.17.97.66","","44257"
"2632","accept","tcp","smbd","1.64789146E9","2632","","10.1.0.4","445","209.17.97.66","","35559"
"2633","accept","tcp","smbd","1.64789146E9","2633","","10.1.0.4","445","187.18.123.101","","26612"
"2634","accept","tcp","smbd","1.64789146E9","2634","","10.1.0.4","445","187.18.123.101","","58125"
"2635","accept","tcp","smbd","1.64789146E9","2635","","10.1.0.4","445","187.18.123.101","","58184"
"2636","accept","tcp","smbd","1.64789146E9","2636","","10.1.0.4","445","187.18.123.101","","58216"
"2637","accept","tcp","smbd","1.64789146E9","2637","","10.1.0.4","445","187.18.123.101","","58282"
"2638","accept","tcp","smbd","1.64789146E9","2638","","10.1.0.4","445","187.18.123.101","","58312"
"2639","accept","tcp","smbd","1.64789146E9","2639","","10.1.0.4","445","187.18.123.101","","58379"
"2640","accept","tcp","smbd","1.64789146E9","2640","","10.1.0.4","445","187.18.123.101","","58419"
"2641","accept","tcp","smbd","1.64789146E9","2641","","10.1.0.4","445","187.18.123.101","","58478"
"2642","accept","tcp","smbd","1.64789146E9","2642","","10.1.0.4","445","187.18.123.101","","58540"
"2643","accept","tcp","smbd","1.64789146E9","2643","","10.1.0.4","445","187.18.123.101","","58581"
"2644","accept","tcp","smbd","1.64789146E9","2644","","10.1.0.4","445","187.18.123.101","","58635"
"2645","accept","tcp","smbd","1.64789146E9","2645","","10.1.0.4","445","187.18.123.101","","58679"
"2646","accept","tcp","smbd","1.64789146E9","2646","","10.1.0.4","445","187.18.123.101","","58774"
"2647","accept","tcp","smbd","1.64789146E9","2647","","10.1.0.4","445","187.18.123.101","","58816"
"2648","accept","tcp","smbd","1.64789146E9","2648","","10.1.0.4","445","187.18.123.101","","58932"
"2649","accept","tcp","smbd","1.64789146E9","2649","","10.1.0.4","445","187.18.123.101","","58970"
"2650","accept","tcp","smbd","1.64789146E9","2650","","10.1.0.4","445","187.18.123.101","","59035"
"2651","accept","tcp","smbd","1.64789146E9","2651","","10.1.0.4","445","187.18.123.101","","59056"
"2652","accept","tcp","smbd","1.64789146E9","2652","","10.1.0.4","445","187.18.123.101","","59131"
"2653","accept","tcp","smbd","1.64789146E9","2653","","10.1.0.4","445","187.18.123.101","","59176"
"2654","accept","tcp","smbd","1.64789146E9","2654","","10.1.0.4","445","187.18.123.101","","59223"
"2655","accept","tcp","smbd","1.64789146E9","2655","","10.1.0.4","445","187.18.123.101","","59296"
"2656","accept","tcp","smbd","1.64789146E9","2656","","10.1.0.4","445","187.18.123.101","","59318"
"2657","accept","tcp","smbd","1.64789146E9","2657","","10.1.0.4","445","187.18.123.101","","59386"
"2658","accept","tcp","smbd","1.64789146E9","2658","","10.1.0.4","445","187.18.123.101","","59424"
"2659","accept","tcp","smbd","1.64789146E9","2659","","10.1.0.4","445","187.18.123.101","","59475"
"2660","accept","tcp","smbd","1.64789146E9","2660","","10.1.0.4","445","187.18.123.101","","59514"
"2661","accept","tcp","smbd","1.64789146E9","2661","","10.1.0.4","445","187.18.123.101","","59567"
"2662","accept","tcp","smbd","1.64789146E9","2662","","10.1.0.4","445","187.18.123.101","","59610"
"2663","accept","tcp","smbd","1.64789146E9","2663","","10.1.0.4","445","187.18.123.101","","59673"
"2664","accept","tcp","smbd","1.64789146E9","2664","","10.1.0.4","445","187.18.123.101","","59703"
"2665","accept","tcp","smbd","1.64789146E9","2665","","10.1.0.4","445","187.18.123.101","","59763"
"2666","accept","tcp","smbd","1.64789146E9","2666","","10.1.0.4","445","187.18.123.101","","59830"
"2667","accept","tcp","smbd","1.64789146E9","2667","","10.1.0.4","445","187.18.123.101","","59851"
"2668","accept","tcp","smbd","1.64789146E9","2668","","10.1.0.4","445","187.18.123.101","","59922"
"2669","accept","tcp","smbd","1.64789146E9","2669","","10.1.0.4","445","187.18.123.101","","26712"
"2670","accept","tcp","smbd","1.64789146E9","2670","","10.1.0.4","445","187.18.123.101","","60010"
"2671","accept","tcp","smbd","1.64789146E9","2671","","10.1.0.4","445","187.18.123.101","","60041"
"2672","accept","tcp","smbd","1.64789146E9","2672","","10.1.0.4","445","187.18.123.101","","60102"
"2673","accept","tcp","smbd","1.64789146E9","2673","","10.1.0.4","445","187.18.123.101","","60139"
"2674","accept","tcp","smbd","1.64789146E9","2674","","10.1.0.4","445","187.18.123.101","","60196"
"2675","accept","tcp","smbd","1.64789146E9","2675","","10.1.0.4","445","187.18.123.101","","60236"
"2676","accept","tcp","smbd","1.64789146E9","2676","","10.1.0.4","445","187.18.123.101","","26729"
"2677","accept","tcp","smbd","1.64789146E9","2677","","10.1.0.4","445","187.18.123.101","","58391"
"2678","accept","tcp","smbd","1.64789146E9","2678","","10.1.0.4","445","187.18.123.101","","26789"
"2679","accept","tcp","smbd","1.64789146E9","2679","","10.1.0.4","445","187.18.123.101","","58517"
"2680","accept","tcp","smbd","1.64789146E9","2680","","10.1.0.4","445","187.18.123.101","","26833"
"2681","accept","tcp","smbd","1.64789146E9","2681","","10.1.0.4","445","187.18.123.101","","26864"
"2682","accept","tcp","smbd","1.64789146E9","2682","","10.1.0.4","445","187.18.123.101","","26890"
"2683","accept","tcp","smbd","1.64789146E9","2683","","10.1.0.4","445","187.18.123.101","","26927"
"2684","accept","tcp","smbd","1.64789146E9","2684","","10.1.0.4","445","187.18.123.101","","58740"
"2685","accept","tcp","smbd","1.64789146E9","2685","","10.1.0.4","445","187.18.123.101","","58793"
"2686","accept","tcp","smbd","1.64789146E9","2686","","10.1.0.4","445","187.18.123.101","","26988"
"2687","accept","tls","httpd","1.64789146E9","2687","","10.1.0.4","443","192.241.224.226","","43956"
"2688","accept","tcp","smbd","1.64789146E9","2688","","10.1.0.4","445","187.18.123.101","","27017"
"2689","accept","tcp","smbd","1.64789146E9","2689","","10.1.0.4","445","187.18.123.101","","27064"
"2690","accept","tcp","smbd","1.64789146E9","2690","","10.1.0.4","445","187.18.123.101","","59045"
"2691","accept","tcp","smbd","1.64789146E9","2691","","10.1.0.4","445","187.18.123.101","","27117"
"2692","accept","tcp","smbd","1.64789146E9","2692","","10.1.0.4","445","187.18.123.101","","59141"
"2693","accept","tcp","smbd","1.64789146E9","2693","","10.1.0.4","445","187.18.123.101","","59210"
"2694","accept","tcp","smbd","1.64789146E9","2694","","10.1.0.4","445","187.18.123.101","","59239"
"2695","accept","tcp","smbd","1.64789146E9","2695","","10.1.0.4","445","187.18.123.101","","27210"
"2696","accept","tcp","smbd","1.64789146E9","2696","","10.1.0.4","445","187.18.123.101","","59341"
"2697","accept","tcp","smbd","1.64789146E9","2697","","10.1.0.4","445","187.18.123.101","","59399"
"2698","accept","tcp","smbd","1.64789146E9","2698","","10.1.0.4","445","187.18.123.101","","27265"
"2699","accept","tcp","smbd","1.64789146E9","2699","","10.1.0.4","445","187.18.123.101","","59498"
"2700","accept","tcp","smbd","1.64789158E9","2700","","10.1.0.4","445","187.18.123.101","","27331"
"2701","accept","tcp","smbd","1.64789158E9","2701","","10.1.0.4","445","187.18.123.101","","59592"
"2702","accept","tcp","smbd","1.64789158E9","2702","","10.1.0.4","445","187.18.123.101","","59642"
"2703","accept","tcp","smbd","1.64789158E9","2703","","10.1.0.4","445","187.18.123.101","","59692"
"2704","accept","tcp","smbd","1.64789158E9","2704","","10.1.0.4","445","187.18.123.101","","27420"
"2705","accept","tcp","smbd","1.64789158E9","2705","","10.1.0.4","445","187.18.123.101","","27437"
"2706","accept","tcp","smbd","1.64789158E9","2706","","10.1.0.4","445","187.18.123.101","","27476"
"2707","accept","tcp","smbd","1.64789158E9","2707","","10.1.0.4","445","187.18.123.101","","27513"
"2708","accept","tcp","smbd","1.64789158E9","2708","","10.1.0.4","445","187.18.123.101","","27573"
"2709","accept","tcp","smbd","1.64789158E9","2709","","10.1.0.4","445","187.18.123.101","","27610"
"2710","accept","tcp","smbd","1.64789158E9","2710","","10.1.0.4","445","187.18.123.101","","60108"
"2711","accept","tcp","smbd","1.64789158E9","2711","","10.1.0.4","445","187.18.123.101","","27657"
"2712","accept","tcp","smbd","1.64789158E9","2712","","10.1.0.4","445","187.18.123.101","","60210"
"2713","accept","tcp","smbd","1.64789158E9","2713","","10.1.0.4","445","187.18.123.101","","60266"
"2714","accept","tcp","smbd","1.64789158E9","2714","","10.1.0.4","445","187.18.123.101","","60301"
"2715","accept","tcp","smbd","1.64789158E9","2715","","10.1.0.4","445","187.18.123.101","","60357"
"2716","accept","tcp","smbd","1.64789158E9","2716","","10.1.0.4","445","187.18.123.101","","60400"
"2717","accept","tcp","smbd","1.64789158E9","2717","","10.1.0.4","445","187.18.123.101","","60456"
"2718","accept","tcp","smbd","1.64789158E9","2718","","10.1.0.4","445","187.18.123.101","","60494"
"2719","accept","tcp","smbd","1.64789158E9","2719","","10.1.0.4","445","187.18.123.101","","60555"
"2720","accept","tcp","smbd","1.64789158E9","2720","","10.1.0.4","445","187.18.123.101","","60600"
"2721","accept","tcp","smbd","1.64789158E9","2721","","10.1.0.4","445","187.18.123.101","","60652"
"2722","accept","tcp","smbd","1.64789158E9","2722","","10.1.0.4","445","187.18.123.101","","60700"
"2723","accept","tcp","smbd","1.64789158E9","2723","","10.1.0.4","445","187.18.123.101","","60748"
"2724","accept","tcp","smbd","1.64789158E9","2724","","10.1.0.4","445","187.18.123.101","","60807"
"2725","accept","tcp","smbd","1.64789158E9","2725","","10.1.0.4","445","187.18.123.101","","60844"
"2726","accept","tcp","smbd","1.64789158E9","2726","","10.1.0.4","445","187.18.123.101","","60904"
"2727","accept","tcp","smbd","1.64789158E9","2727","","10.1.0.4","445","187.18.123.101","","60939"
"2728","accept","tcp","smbd","1.64789158E9","2728","","10.1.0.4","445","187.18.123.101","","61002"
"2729","accept","tcp","smbd","1.64789158E9","2729","","10.1.0.4","445","187.18.123.101","","61040"
"2730","accept","tcp","smbd","1.64789158E9","2730","","10.1.0.4","445","187.18.123.101","","61097"
"2731","accept","tcp","smbd","1.64789158E9","2731","","10.1.0.4","445","187.18.123.101","","61138"
"2732","accept","tcp","smbd","1.64789158E9","2732","","10.1.0.4","445","187.18.123.101","","61199"
"2733","accept","tcp","smbd","1.64789158E9","2733","","10.1.0.4","445","187.18.123.101","","61228"
"2734","accept","tcp","smbd","1.64789158E9","2734","","10.1.0.4","445","187.18.123.101","","61293"
"2735","accept","tcp","smbd","1.64789158E9","2735","","10.1.0.4","445","187.18.123.101","","61363"
"2736","accept","tcp","smbd","1.64789158E9","2736","","10.1.0.4","445","187.18.123.101","","61442"
"2737","accept","tcp","smbd","1.64789158E9","2737","","10.1.0.4","445","187.18.123.101","","61480"
"2738","accept","tcp","smbd","1.64789158E9","2738","","10.1.0.4","445","187.18.123.101","","61547"
"2739","accept","tcp","smbd","1.64789158E9","2739","","10.1.0.4","445","187.18.123.101","","61576"
"2740","accept","tcp","httpd","1.64789158E9","2740","","10.1.0.4","80","45.146.165.37","","34064"
"2741","accept","tcp","smbd","1.64789158E9","2741","","10.1.0.4","445","187.18.123.101","","61639"
"2742","accept","tcp","smbd","1.64789158E9","2742","","10.1.0.4","445","187.18.123.101","","61677"
"2743","accept","tcp","smbd","1.64789158E9","2743","","10.1.0.4","445","187.18.123.101","","61733"
"2744","accept","tcp","smbd","1.64789158E9","2744","","10.1.0.4","445","187.18.123.101","","61778"
"2745","accept","tcp","smbd","1.64789158E9","2745","","10.1.0.4","445","187.18.123.101","","61837"
"2746","accept","tcp","smbd","1.64789158E9","2746","","10.1.0.4","445","187.18.123.101","","61873"
"2747","accept","tcp","smbd","1.64789158E9","2747","","10.1.0.4","445","187.18.123.101","","61942"
"2748","accept","tcp","smbd","1.64789158E9","2748","","10.1.0.4","445","187.18.123.101","","61993"
"2749","accept","tcp","smbd","1.64789158E9","2749","","10.1.0.4","445","187.18.123.101","","62033"
"2750","accept","tcp","smbd","1.64789158E9","2750","","10.1.0.4","445","187.18.123.101","","62097"
"2751","accept","tcp","smbd","1.64789158E9","2751","","10.1.0.4","445","187.18.123.101","","62123"
"2752","accept","tcp","smbd","1.64789158E9","2752","","10.1.0.4","445","187.18.123.101","","62191"
"2753","accept","tcp","smbd","1.64789158E9","2753","","10.1.0.4","445","187.18.123.101","","62230"
"2754","accept","tcp","smbd","1.64789158E9","2754","","10.1.0.4","445","187.18.123.101","","62284"
"2755","accept","tcp","smbd","1.64789158E9","2755","","10.1.0.4","445","187.18.123.101","","62330"
"2756","accept","tcp","smbd","1.64789158E9","2756","","10.1.0.4","445","187.18.123.101","","62389"
"2757","accept","tcp","smbd","1.64789158E9","2757","","10.1.0.4","445","187.18.123.101","","62451"
"2758","accept","tcp","smbd","1.64789158E9","2758","","10.1.0.4","445","187.18.123.101","","62492"
"2759","accept","tcp","smbd","1.64789158E9","2759","","10.1.0.4","445","187.18.123.101","","62549"
"2760","accept","tcp","smbd","1.64789158E9","2760","","10.1.0.4","445","187.18.123.101","","62590"
"2761","accept","tcp","smbd","1.64789158E9","2761","","10.1.0.4","445","187.18.123.101","","62645"
"2762","accept","tcp","smbd","1.64789158E9","2762","","10.1.0.4","445","187.18.123.101","","62688"
"2763","accept","tcp","smbd","1.64789158E9","2763","","10.1.0.4","445","187.18.123.101","","62747"
"2764","accept","tcp","smbd","1.64789158E9","2764","","10.1.0.4","445","187.18.123.101","","62778"
"2765","accept","tcp","smbd","1.64789158E9","2765","","10.1.0.4","445","187.18.123.101","","62841"
"2766","accept","tcp","smbd","1.64789158E9","2766","","10.1.0.4","445","187.18.123.101","","62887"
"2767","accept","tcp","smbd","1.64789158E9","2767","","10.1.0.4","445","187.18.123.101","","62934"
"2768","accept","tcp","smbd","1.64789158E9","2768","","10.1.0.4","445","187.18.123.101","","62990"
"2769","accept","tcp","smbd","1.64789158E9","2769","","10.1.0.4","445","187.18.123.101","","63028"
"2770","accept","tcp","smbd","1.64789158E9","2770","","10.1.0.4","445","187.18.123.101","","63090"
"2771","accept","tcp","smbd","1.64789158E9","2771","","10.1.0.4","445","187.18.123.101","","63125"
"2772","accept","tcp","smbd","1.64789158E9","2772","","10.1.0.4","445","187.18.123.101","","63189"
"2773","accept","tcp","smbd","1.64789158E9","2773","","10.1.0.4","445","187.18.123.101","","63221"
"2774","accept","tcp","smbd","1.64789158E9","2774","","10.1.0.4","445","187.18.123.101","","63287"
"2775","accept","tcp","smbd","1.64789158E9","2775","","10.1.0.4","445","187.18.123.101","","63325"
"2776","accept","tcp","smbd","1.64789158E9","2776","","10.1.0.4","445","187.18.123.101","","63391"
"2777","accept","tcp","smbd","1.64789158E9","2777","","10.1.0.4","445","187.18.123.101","","63485"
"2778","accept","tcp","smbd","1.64789158E9","2778","","10.1.0.4","445","187.18.123.101","","63548"
"2779","accept","tcp","smbd","1.64789158E9","2779","","10.1.0.4","445","187.18.123.101","","63630"
"2780","accept","tcp","smbd","1.64789158E9","2780","","10.1.0.4","445","187.18.123.101","","63670"
"2781","accept","tcp","smbd","1.64789158E9","2781","","10.1.0.4","445","187.18.123.101","","63790"
"2782","accept","tcp","smbd","1.64789158E9","2782","","10.1.0.4","445","187.18.123.101","","63867"
"2783","accept","tcp","smbd","1.64789158E9","2783","","10.1.0.4","445","187.18.123.101","","63911"
"2784","accept","tcp","smbd","1.64789158E9","2784","","10.1.0.4","445","187.18.123.101","","63969"
"2785","accept","tcp","smbd","1.64789158E9","2785","","10.1.0.4","445","187.18.123.101","","64013"
"2786","accept","tcp","smbd","1.64789158E9","2786","","10.1.0.4","445","187.18.123.101","","64062"
"2787","accept","tcp","smbd","1.64789158E9","2787","","10.1.0.4","445","187.18.123.101","","64133"
"2788","accept","tcp","smbd","1.64789158E9","2788","","10.1.0.4","445","187.18.123.101","","64173"
"2789","accept","tcp","smbd","1.64789158E9","2789","","10.1.0.4","445","187.18.123.101","","64238"
"2790","accept","tcp","smbd","1.64789158E9","2790","","10.1.0.4","445","187.18.123.101","","64275"
"2791","accept","tcp","smbd","1.64789158E9","2791","","10.1.0.4","445","187.18.123.101","","64335"
"2792","accept","tcp","smbd","1.64789158E9","2792","","10.1.0.4","445","187.18.123.101","","64372"
"2793","accept","tcp","smbd","1.64789158E9","2793","","10.1.0.4","445","187.18.123.101","","64437"
"2794","accept","tcp","smbd","1.64789158E9","2794","","10.1.0.4","445","187.18.123.101","","64481"
"2795","accept","tcp","smbd","1.64789158E9","2795","","10.1.0.4","445","187.18.123.101","","64538"
"2796","accept","tcp","smbd","1.64789158E9","2796","","10.1.0.4","445","187.18.123.101","","64593"
"2797","accept","tcp","smbd","1.64789158E9","2797","","10.1.0.4","445","187.18.123.101","","64633"
"2798","accept","tcp","smbd","1.64789158E9","2798","","10.1.0.4","445","187.18.123.101","","64704"
"2799","accept","tcp","smbd","1.64789158E9","2799","","10.1.0.4","445","187.18.123.101","","64739"
"2800","accept","tcp","smbd","1.64789158E9","2800","","10.1.0.4","445","187.18.123.101","","64803"
"2801","accept","tcp","smbd","1.64789158E9","2801","","10.1.0.4","445","187.18.123.101","","64840"
"2802","accept","tcp","smbd","1.64789158E9","2802","","10.1.0.4","445","187.18.123.101","","64898"
"2803","accept","tcp","smbd","1.64789158E9","2803","","10.1.0.4","445","187.18.123.101","","64936"
"2804","accept","tcp","smbd","1.64789158E9","2804","","10.1.0.4","445","187.18.123.101","","65002"
"2805","accept","tcp","smbd","1.64789158E9","2805","","10.1.0.4","445","187.18.123.101","","65039"
"2806","accept","tcp","smbd","1.64789158E9","2806","","10.1.0.4","445","187.18.123.101","","65110"
"2807","accept","tcp","smbd","1.64789158E9","2807","","10.1.0.4","445","187.18.123.101","","27895"
"2808","accept","tcp","smbd","1.64789158E9","2808","","10.1.0.4","445","187.18.123.101","","65206"
"2809","accept","tcp","smbd","1.64789158E9","2809","","10.1.0.4","445","187.18.123.101","","65275"
"2810","accept","tcp","smbd","1.64789158E9","2810","","10.1.0.4","445","187.18.123.101","","65307"
"2811","accept","tcp","smbd","1.64789158E9","2811","","10.1.0.4","445","187.18.123.101","","65371"
"2812","accept","tcp","smbd","1.64789158E9","2812","","10.1.0.4","445","187.18.123.101","","65435"
"2813","accept","tcp","smbd","1.64789158E9","2813","","10.1.0.4","445","187.18.123.101","","49161"
"2814","accept","tcp","smbd","1.64789158E9","2814","","10.1.0.4","445","187.18.123.101","","49246"
"2815","accept","tcp","smbd","1.64789158E9","2815","","10.1.0.4","445","187.18.123.101","","49324"
"2816","accept","tcp","smbd","1.64789158E9","2816","","10.1.0.4","445","187.18.123.101","","49346"
"2817","accept","tcp","smbd","1.64789158E9","2817","","10.1.0.4","445","187.18.123.101","","49421"
"2818","accept","tcp","smbd","1.64789158E9","2818","","10.1.0.4","445","187.18.123.101","","49481"
"2819","accept","tcp","smbd","1.64789158E9","2819","","10.1.0.4","445","187.18.123.101","","49512"
"2820","accept","tcp","smbd","1.64789158E9","2820","","10.1.0.4","445","187.18.123.101","","49587"
"2821","accept","tcp","smbd","1.64789158E9","2821","","10.1.0.4","445","187.18.123.101","","49641"
"2822","accept","tcp","smbd","1.64789158E9","2822","","10.1.0.4","445","187.18.123.101","","49696"
"2823","accept","tcp","smbd","1.64789158E9","2823","","10.1.0.4","445","187.18.123.101","","49752"
"2824","accept","tcp","smbd","1.64789158E9","2824","","10.1.0.4","445","187.18.123.101","","27942"
"2825","accept","tcp","smbd","1.64789158E9","2825","","10.1.0.4","445","187.18.123.101","","49876"
"2826","accept","tcp","smbd","1.64789158E9","2826","","10.1.0.4","445","187.18.123.101","","49929"
"2827","accept","tcp","smbd","1.64789158E9","2827","","10.1.0.4","445","187.18.123.101","","49995"
"2828","accept","tcp","smbd","1.64789158E9","2828","","10.1.0.4","445","187.18.123.101","","50045"
"2829","accept","tcp","smbd","1.64789158E9","2829","","10.1.0.4","445","187.18.123.101","","50096"
"2830","accept","tcp","smbd","1.64789158E9","2830","","10.1.0.4","445","187.18.123.101","","50164"
"2831","accept","tcp","smbd","1.64789158E9","2831","","10.1.0.4","445","187.18.123.101","","50213"
"2832","accept","tcp","smbd","1.64789158E9","2832","","10.1.0.4","445","187.18.123.101","","50275"
"2833","accept","tcp","smbd","1.64789158E9","2833","","10.1.0.4","445","187.18.123.101","","50329"
"2834","accept","tcp","smbd","1.64789158E9","2834","","10.1.0.4","445","187.18.123.101","","50378"
"2835","accept","tcp","smbd","1.64789158E9","2835","","10.1.0.4","445","187.18.123.101","","50438"
"2836","accept","tcp","smbd","1.64789158E9","2836","","10.1.0.4","445","187.18.123.101","","50479"
"2837","accept","tcp","smbd","1.64789158E9","2837","","10.1.0.4","445","187.18.123.101","","50539"
"2838","accept","tcp","smbd","1.64789158E9","2838","","10.1.0.4","445","187.18.123.101","","50570"
"2839","accept","tcp","smbd","1.64789158E9","2839","","10.1.0.4","445","187.18.123.101","","50630"
"2840","accept","tcp","smbd","1.64789158E9","2840","","10.1.0.4","445","187.18.123.101","","50697"
"2841","accept","tcp","smbd","1.64789158E9","2841","","10.1.0.4","445","187.18.123.101","","50739"
"2842","accept","tcp","smbd","1.64789158E9","2842","","10.1.0.4","445","187.18.123.101","","50798"
"2843","accept","tcp","smbd","1.64789158E9","2843","","10.1.0.4","445","187.18.123.101","","50835"
"2844","accept","tcp","smbd","1.64789158E9","2844","","10.1.0.4","445","187.18.123.101","","28009"
"2845","accept","tcp","smbd","1.64789158E9","2845","","10.1.0.4","445","187.18.123.101","","50950"
"2846","accept","tcp","smbd","1.64789158E9","2846","","10.1.0.4","445","187.18.123.101","","50996"
"2847","accept","tcp","smbd","1.64789158E9","2847","","10.1.0.4","445","187.18.123.101","","51053"
"2848","accept","tcp","smbd","1.64789158E9","2848","","10.1.0.4","445","187.18.123.101","","51098"
"2849","accept","tcp","smbd","1.64789158E9","2849","","10.1.0.4","445","187.18.123.101","","51156"
"2850","accept","tcp","smbd","1.64789158E9","2850","","10.1.0.4","445","187.18.123.101","","51203"
"2851","accept","tcp","smbd","1.64789158E9","2851","","10.1.0.4","445","187.18.123.101","","51260"
"2852","accept","tcp","smbd","1.64789158E9","2852","","10.1.0.4","445","187.18.123.101","","51301"
"2853","accept","tcp","smbd","1.64789158E9","2853","","10.1.0.4","445","187.18.123.101","","51362"
"2854","accept","tcp","smbd","1.64789158E9","2854","","10.1.0.4","445","187.18.123.101","","51401"
"2855","accept","tcp","smbd","1.64789158E9","2855","","10.1.0.4","445","187.18.123.101","","51464"
"2856","accept","tcp","smbd","1.64789158E9","2856","","10.1.0.4","445","187.18.123.101","","51505"
"2857","accept","tcp","smbd","1.64789158E9","2857","","10.1.0.4","445","187.18.123.101","","51562"
"2858","accept","tcp","smbd","1.64789158E9","2858","","10.1.0.4","445","187.18.123.101","","51608"
"2859","accept","tcp","smbd","1.64789158E9","2859","","10.1.0.4","445","187.18.123.101","","51658"
"2860","accept","tcp","smbd","1.64789158E9","2860","","10.1.0.4","445","187.18.123.101","","51725"
"2861","accept","tcp","smbd","1.64789158E9","2861","","10.1.0.4","445","187.18.123.101","","51768"
"2862","accept","tcp","smbd","1.64789158E9","2862","","10.1.0.4","445","187.18.123.101","","51825"
"2863","accept","tcp","smbd","1.64789158E9","2863","","10.1.0.4","445","187.18.123.101","","51866"
"2864","accept","tcp","smbd","1.64789158E9","2864","","10.1.0.4","445","187.18.123.101","","51920"
"2865","accept","tcp","smbd","1.64789158E9","2865","","10.1.0.4","445","187.18.123.101","","51963"
"2866","accept","tcp","smbd","1.64789158E9","2866","","10.1.0.4","445","187.18.123.101","","52020"
"2867","accept","tcp","smbd","1.64789158E9","2867","","10.1.0.4","445","187.18.123.101","","52064"
"2868","accept","tcp","smbd","1.64789158E9","2868","","10.1.0.4","445","187.18.123.101","","52120"
"2869","accept","tcp","smbd","1.64789158E9","2869","","10.1.0.4","445","187.18.123.101","","52172"
"2870","accept","tcp","smbd","1.64789158E9","2870","","10.1.0.4","445","187.18.123.101","","52224"
"2871","accept","tcp","smbd","1.64789158E9","2871","","10.1.0.4","445","187.18.123.101","","52283"
"2872","accept","tcp","smbd","1.64789158E9","2872","","10.1.0.4","445","187.18.123.101","","52326"
"2873","accept","tcp","smbd","1.64789158E9","2873","","10.1.0.4","445","187.18.123.101","","52389"
"2874","accept","tcp","smbd","1.64789158E9","2874","","10.1.0.4","445","187.18.123.101","","52428"
"2875","accept","tcp","smbd","1.64789158E9","2875","","10.1.0.4","445","187.18.123.101","","52484"
"2876","accept","tcp","smbd","1.64789158E9","2876","","10.1.0.4","445","187.18.123.101","","52532"
"2877","accept","tcp","smbd","1.64789158E9","2877","","10.1.0.4","445","187.18.123.101","","52580"
"2878","accept","tcp","smbd","1.64789158E9","2878","","10.1.0.4","445","187.18.123.101","","52626"
"2879","accept","tcp","smbd","1.64789158E9","2879","","10.1.0.4","445","187.18.123.101","","52684"
"2880","accept","tcp","smbd","1.64789158E9","2880","","10.1.0.4","445","187.18.123.101","","52735"
"2881","accept","tcp","smbd","1.64789158E9","2881","","10.1.0.4","445","187.18.123.101","","52795"
"2882","accept","tcp","smbd","1.64789158E9","2882","","10.1.0.4","445","187.18.123.101","","52862"
"2883","accept","tcp","smbd","1.64789158E9","2883","","10.1.0.4","445","187.18.123.101","","52903"
"2884","accept","tcp","smbd","1.64789158E9","2884","","10.1.0.4","445","187.18.123.101","","52989"
"2885","accept","tcp","smbd","1.64789158E9","2885","","10.1.0.4","445","187.18.123.101","","53048"
"2886","accept","tcp","smbd","1.64789158E9","2886","","10.1.0.4","445","187.18.123.101","","53107"
"2887","accept","tcp","smbd","1.64789158E9","2887","","10.1.0.4","445","187.18.123.101","","53163"
"2888","accept","tcp","smbd","1.64789158E9","2888","","10.1.0.4","445","187.18.123.101","","53208"
"2889","accept","tcp","smbd","1.64789158E9","2889","","10.1.0.4","445","187.18.123.101","","53257"
"2890","accept","tcp","smbd","1.64789158E9","2890","","10.1.0.4","445","187.18.123.101","","53324"
"2891","accept","tcp","smbd","1.64789158E9","2891","","10.1.0.4","445","187.18.123.101","","53365"
"2892","accept","tcp","smbd","1.64789158E9","2892","","10.1.0.4","445","187.18.123.101","","53530"
"2893","accept","tcp","smbd","1.64789158E9","2893","","10.1.0.4","445","187.18.123.101","","53590"
"2894","accept","tcp","smbd","1.64789158E9","2894","","10.1.0.4","445","187.18.123.101","","53648"
"2895","accept","tcp","smbd","1.64789158E9","2895","","10.1.0.4","445","187.18.123.101","","53701"
"2896","accept","tcp","smbd","1.64789158E9","2896","","10.1.0.4","445","187.18.123.101","","53760"
"2897","accept","tcp","smbd","1.64789158E9","2897","","10.1.0.4","445","187.18.123.101","","53797"
